"","Date reported to Alberta Health","Number of lab tests","Cumulative number of lab tests","Number of cases","Cumulative number of cases","Active cases","Currently hospitalized","Currently in ICU","Cumulative number of deaths","Number of deaths","Number of variants of concern","Percent positivity"
"647",2021-12-12,5764,6232590,200,339255,4151,363,63,3278,1,176,3.8
"648",2021-12-13,6433,6239023,275,339530,4012,373,64,3279,1,240,4.57
"649",2021-12-14,10114,6249137,446,339976,4072,368,66,3283,4,380,4.61
"650",2021-12-15,9604,6258741,472,340448,4197,358,63,3284,1,402,5.05
"651",2021-12-16,9711,6268452,553,341001,4418,347,61,3286,2,501,5.81
"652",2021-12-17,10056,6278508,621,341622,4750,338,60,3289,3,568,6.32
"653",2021-12-18,8711,6287219,714,342336,5237,322,65,3292,3,639,8.33
"654",2021-12-19,6510,6293729,568,342904,5618,331,63,3293,1,490,8.86
"655",2021-12-20,7303,6301032,791,343695,6010,338,64,3295,2,714,11
"656",2021-12-21,11544,6312576,1359,345054,7045,337,63,3297,2,1194,12.01
"657",2021-12-22,11895,6324471,1583,346637,8291,331,62,3299,2,1422,13.56
"658",2021-12-23,11558,6336029,1982,348619,9928,335,61,3302,3,1550,17.3
"659",2021-12-24,11473,6347502,2473,351092,12085,323,56,3304,2,555,21.66
"660",2021-12-25,7240,6354742,1580,352672,13473,320,54,3304,0,231,22.1
"661",2021-12-26,4079,6358821,693,353365,13946,325,53,3307,3,240,17.55
"662",2021-12-27,6481,6365302,1394,354759,14895,346,55,3310,3,336,21.83
"663",2021-12-28,9416,6374718,2783,357542,17229,372,50,3313,3,538,30
"664",2021-12-29,13263,6387981,4006,361548,20636,394,51,3315,2,692,30.45
"665",2021-12-30,13408,6401389,4396,365944,24404,421,51,3318,3,761,32.97
"666",2021-12-31,12792,6414181,4385,370329,28089,420,51,3319,1,992,34.59
"667",2022-01-01,9480,6423661,3223,373552,30705,433,54,3322,3,729,34.45
"668",2022-01-02,7104,6430765,1973,375525,31973,461,56,3326,4,717,28.15
"669",2022-01-03,8272,6439037,2949,378474,33517,478,54,3330,4,785,36.21
"670",2022-01-04,12777,6451814,4730,383204,36472,534,60,3333,3,1108,37.22
"671",2022-01-05,12371,6464185,4855,388059,39144,560,66,3336,3,1219,39.14
"672",2022-01-06,16284,6480469,6257,394316,42638,595,68,3339,3,1443,38.36
"673",2022-01-07,15104,6495573,6209,400525,47152,660,72,3344,5,1144,41.57
"674",2022-01-08,16382,6511955,6234,406759,53187,682,77,3348,4,1234,38.69
"675",2022-01-09,13992,6525947,5379,412138,56847,728,76,3353,5,890,39.04
"676",2022-01-10,12294,6538241,4688,416826,58145,790,81,3363,10,723,38.89
"677",2022-01-11,17910,6556151,6836,423662,60810,828,84,3374,11,1230,38.64
"678",2022-01-12,14488,6570639,5919,429581,62220,867,80,3383,9,579,41.46
"679",2022-01-13,16685,6587324,6321,435902,63791,914,82,3392,9,321,38.21
"680",2022-01-14,16203,6603527,6187,442089,66600,968,83,3400,8,143,38.53
"681",2022-01-15,15368,6618895,5353,447442,71117,994,93,3404,4,60,35.33
"682",2022-01-16,11158,6630053,4129,451571,71900,1072,102,3410,6,95,37.5
"683",2022-01-17,9068,6639121,3656,455227,70056,1147,107,3417,7,27,39.07
"684",2022-01-18,10075,6649196,3870,459097,67349,1154,111,3423,6,6,37.97
"685",2022-01-19,11071,6660267,3734,462831,64392,1178,110,3427,4,7,33.22
"686",2022-01-20,10572,6670839,3785,466616,61615,1191,107,3429,2,0,35.31
